pathwayRes	pathway	pathwayTitle	TotalGenesinPW	GenesInPWs.rectum_Ensembl_BridgeDb_UC	probabilities.rectum_Ensembl_BridgeDb_UC	GenesInPWs.rectum_Ensembl_Hs_UC	probabilities.rectum_Ensembl_Hs_UC	GenesInPWs.rectum_Ensembl_PriID_BridgeDb_UC	probabilities.rectum_Ensembl_PriID_BridgeDb_UC	GenesInPWs.rectum_ENTREZ_BridgeDb_UC	probabilities.rectum_ENTREZ_BridgeDb_UC	GenesInPWs.rectum_ENTREZ_Hs_UC	probabilities.rectum_ENTREZ_Hs_UC	GenesInPWs.rectum_ENTREZ_PriID_BridgeDb_UC	probabilities.rectum_ENTREZ_PriID_BridgeDb_UC	GenesInPWs.rectum_HGNC_PriID_BridgeDb_UC	probabilities.rectum_HGNC_PriID_BridgeDb_UC	GenesInPWs.rectum_HGNC_UC	probabilities.rectum_HGNC_UC
<https://identifiers.org/wikipathways/WP3888_r116782>	WP3888	VEGFA-VEGFR2 signaling pathway	435	188	1.35423393525086e-320	188	6.4692461600807e-319	193	2.71716342586852e-319	188	1.25971162787836e-315	188	1.04890136612097e-320	193	2.50809998853735e-314	193	0	188	0
<https://identifiers.org/wikipathways/WP3890_r116457>	WP3890	Nanomaterial-induced inflammasome activation	10	4	3.70538476821545e-18	4	4.07817249304314e-18	4	2.57975323624717e-18	4	4.92099432179726e-18	4	3.68273155301054e-18	4	3.44391622816294e-18	4	1.51256059257606e-18	4	1.51256059257606e-18
<https://identifiers.org/wikipathways/WP3891_r106161>	WP3891	Benzene metabolism	6	3	5.94504413007102e-10	3	6.23701209979749e-10	3	4.96030068485593e-10	3	6.85142625102298e-10	3	5.92683883541888e-10	3	5.73139946200029e-10	3	3.79794450465585e-10	3	3.79794450465585e-10
<https://identifiers.org/wikipathways/WP3892_r120069>	WP3892	Development of pulmonary dendritic cells and macrophage subsets	13	7	3.0278286963132e-17	7	3.33244952288668e-17	7	2.10802693019055e-17	7	4.02115536009718e-17	7	3.00931778331715e-17	7	2.81417154644173e-17	7	1.2359780842193e-17	7	1.2359780842193e-17
<https://identifiers.org/wikipathways/WP3893_r118859>	WP3893	Development and heterogeneity of the ILC family	32	14	4.36134988683187e-44	14	5.81285171365409e-44	14	1.47340747460266e-44	14	1.02068838599399e-43	14	4.28192773770727e-44	14	3.50247842884076e-44	14	2.9741745351782e-45	14	2.9741745351782e-45
<https://identifiers.org/wikipathways/WP391_r117794>	WP391	Mitochondrial gene expression	19	5	1.75157160068924e-38	5	2.19029800732716e-38	5	7.52907584013715e-39	5	3.3942179684577e-38	5	1.72670392438442e-38	5	1.47680459524474e-38	5	2.16797510920154e-39	5	2.16797510920154e-39
<https://identifiers.org/wikipathways/WP3915_r122574>	WP3915	Angiopoietin-like protein 8 regulatory pathway	134	51	1.23535173801074e-151	51	4.6124230063229e-151	52	1.03352748162205e-151	51	6.09509096281538e-150	51	1.13550345493161e-151	52	5.23021664560444e-150	52	7.30857671293553e-155	51	5.514306283701e-157
<https://identifiers.org/wikipathways/WP3924_r96137>	WP3924	Hfe effect on hepcidin production	7	1	1.23512825607182e-19	1	1.35939083101438e-19	1	8.59917745415729e-20	1	1.6403314405991e-19	1	1.22757718433684e-19	1	1.14797207605431e-19	1	5.0418686419202e-20	1	5.0418686419202e-20
<https://identifiers.org/wikipathways/WP3925_r117062>	WP3925	Amino acid metabolism	94	43	9.53714250954456e-100	43	2.14749531191977e-99	47	1.61287288640832e-92	43	1.05364546433214e-98	43	9.05455160371984e-100	47	1.53881680218859e-91	47	2.49466197734137e-94	43	4.82631916892594e-103
<https://identifiers.org/wikipathways/WP3926_r106298>	WP3926	ApoE and miR-146 in inflammation and atherosclerosis	9	6	2.49691853462982e-09	6	2.61954508191494e-09	6	2.08332628763949e-09	6	2.87759902542965e-09	6	2.48927231087593e-09	6	2.40718777404012e-09	6	1.59513669195546e-09	6	1.59513669195546e-09
<https://identifiers.org/wikipathways/WP3927_r117666>	WP3927	BMP signaling in eyelid development	20	7	4.90273231850068e-35	7	6.03374951066066e-35	7	2.23828668904652e-35	7	9.0625619757823e-35	7	4.83805994813244e-35	7	4.18427968652682e-35	7	7.04385436670573e-36	7	7.04385436670573e-36
<https://identifiers.org/wikipathways/WP3929_r119247>	WP3929	Chemokine signaling pathway	166	71	5.13370216146096e-163	71	2.31537557841261e-162	72	1.52180184042665e-163	71	4.4301178354922e-161	71	4.66207120946631e-163	72	1.36159119568337e-161	72	3.75069075232984e-167	71	3.911496728965e-169
<https://identifiers.org/wikipathways/WP3930_r116431>	WP3930	EDA signaling in hair follicle development	13	4	3.14045422325347e-26	4	3.62597498922956e-26	4	1.82460234405296e-26	4	4.80588576247015e-26	4	3.11170640401015e-26	4	2.81406077375342e-26	4	8.19313653414472e-27	4	8.19313653414472e-27
<https://identifiers.org/wikipathways/WP3931_r117717>	WP3931	Embryonic stem cell pluripotency pathways	116	47	8.59788595021748e-130	47	2.57389815094905e-129	48	1.79172942283472e-129	47	2.20640755313808e-128	47	8.01544123051515e-130	48	4.65715598471762e-128	48	4.34398162741465e-132	47	3.03156612555817e-134
<https://identifiers.org/wikipathways/WP3932_r120304>	WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	302	133	2.47413716764456e-245	133	3.54775025621804e-244	133	1.05366802208223e-249	133	6.54146689365678e-242	133	2.08656119948795e-245	133	3.23890228831631e-246	133	3.73403239517611e-256	133	3.73403239517611e-256
<https://identifiers.org/wikipathways/WP3933_r116372>	WP3933	Kennedy pathway from sphingolipids	14	3	5.09610867949464e-32	3	6.07479706499433e-32	3	2.62456105481452e-32	3	8.57122155480596e-32	3	5.03915985135365e-32	3	4.45654869302096e-32	3	9.86581923958582e-33	3	9.86581923958582e-33
<https://identifiers.org/wikipathways/WP3934_r107151>	WP3934	Leptin and adiponectin	10	2	1.28978235336834e-24	2	1.46560387676551e-24	2	7.95934924629522e-25	2	1.88269734554945e-24	2	1.27928125518712e-24	2	1.169901489508e-24	2	3.90634999229351e-25	2	3.90634999229351e-25
<https://identifiers.org/wikipathways/WP3935_r118425>	WP3935	Leptin-insulin signaling overlap	17	7	1.45421101247013e-27	7	1.70604600773297e-27	7	7.95466961984908e-28	7	2.33303752880929e-27	7	1.43942881273937e-27	7	1.28729318947348e-27	7	3.26812309325026e-28	7	3.26812309325026e-28
<https://identifiers.org/wikipathways/WP3937_r120792>	WP3937	Microglia pathogen phagocytosis pathway	40	24	6.57314377357005e-37	24	8.48588846346007e-37	24	2.50479597955081e-37	24	1.39982036051306e-36	24	6.46661751077094e-37	24	5.4087409939163e-37	24	6.03863306459303e-38	24	6.03863306459303e-38
<https://identifiers.org/wikipathways/WP3940_r119248>	WP3940	One-carbon metabolism and related pathways	52	18	8.66427979740656e-77	18	1.48964677520502e-76	19	3.68727125928315e-75	18	4.30800976668448e-76	18	8.36905820321319e-77	19	1.80006414035325e-74	19	1.96825038370845e-76	18	5.46496526237911e-79
<https://identifiers.org/wikipathways/WP3941_r117040>	WP3941	Oxidative damage response	40	14	9.3807449134841e-62	14	1.42015172807419e-61	14	1.95849532419848e-62	14	3.20080584015887e-61	14	9.13516062423946e-62	14	6.83523574335612e-62	14	1.94406770597861e-63	14	1.94406770597861e-63
<https://identifiers.org/wikipathways/WP3942_r106517>	WP3942	PPAR signaling pathway	68	29	2.69597692387332e-82	29	5.01836261814439e-82	29	2.57831569836862e-83	29	1.69569010634348e-81	29	2.59091704972096e-82	29	1.67770828808867e-82	29	8.09123268849308e-85	29	8.09123268849308e-85
<https://identifiers.org/wikipathways/WP3943_r117818>	WP3943	Robo4 and VEGF signaling pathways crosstalk	6	2	3.03938861455565e-13	2	3.24000628560928e-13	2	2.38743816052768e-13	2	3.67237426354619e-13	2	3.02698612636321e-13	2	2.89464619292938e-13	2	1.6723665806499e-13	2	1.6723665806499e-13
<https://identifiers.org/wikipathways/WP3944_r120596>	WP3944	Serotonin and anxiety-related events	13	4	3.14045422325347e-26	4	3.62597498922956e-26	4	1.82460234405296e-26	4	4.80588576247015e-26	4	3.11170640401015e-26	4	2.81406077375342e-26	4	8.19313653414472e-27	4	8.19313653414472e-27
<https://identifiers.org/wikipathways/WP3945_r116679>	WP3945	TYROBP causal network in microglia	60	30	2.60805683534231e-64	30	4.2077567580035e-64	30	4.28151226062552e-65	30	1.0743073908062e-63	30	2.52946073702787e-64	30	1.81023690670107e-64	30	2.98126176497114e-66	30	2.98126176497114e-66
<https://identifiers.org/wikipathways/WP3947_r106483>	WP3947	Serotonin and anxiety	17	3	1.02431087759606e-39	3	1.28087602767669e-39	3	4.40296832756565e-40	3	1.9849227885718e-39	3	1.00976837683301e-39	3	8.63628418271777e-40	3	1.26782170128746e-40	3	1.26782170128746e-40
<https://identifiers.org/wikipathways/WP395_r120704>	WP395	IL-4 signaling pathway	53	24	3.37622203588515e-64	24	5.36114197941736e-64	24	5.88580623547563e-65	24	1.32678472887682e-63	24	3.27780996624439e-64	24	2.37204258254814e-64	24	4.47812829012063e-66	24	4.47812829012063e-66
<https://identifiers.org/wikipathways/WP3953_r106206>	WP3953	mRNA, protein, and metabolite inducation pathway by cyclosporin A	8	3	9.66693715085535e-16	3	1.04709344410267e-15	3	7.14878285688919e-16	3	1.2245620981219e-15	3	9.61765804688458e-16	3	9.09500010121972e-16	3	4.5813779726248e-16	3	4.5813779726248e-16
<https://identifiers.org/wikipathways/WP3958_r117148>	WP3958	GPR40 pathway	15	3	1.30091269898605e-34	3	1.57568659821744e-34	3	6.30803009489147e-35	3	2.29381486747713e-34	3	1.28506286586711e-34	3	1.12387744444038e-34	3	2.16958347154066e-35	3	2.16958347154066e-35
<https://identifiers.org/wikipathways/WP3959_r118468>	WP3959	DNA IR-double strand breaks and cellular response via ATM	57	17	1.85492269844806e-89	17	3.50806117333596e-89	18	5.81861445721001e-88	17	1.22282055089827e-88	17	1.78082819066253e-89	18	3.78616850769296e-87	18	1.82598909542787e-89	17	4.79892009310893e-92
<https://identifiers.org/wikipathways/WP3963_r107557>	WP3963	Mevalonate pathway	7	6	0.00119352088661535	6	0.00121275121275133	6	0.00112359550561817	6	0.0012513407222023	6	0.00119230114120268	6	0.00117904665656071	6	0.0010279001468428	6	0.0010279001468428
<https://identifiers.org/wikipathways/WP3965_r117154>	WP3965	Lipid metabolism pathway	29	11	3.20066806211053e-45	11	4.2658831124398e-45	11	1.08129096926485e-45	11	7.49053573592352e-45	11	3.14238245267226e-45	11	2.57036723406863e-45	11	2.18266034436466e-46	11	2.18266034436466e-46
<https://identifiers.org/wikipathways/WP3967_r108139>	WP3967	miR-509-3p alteration of YAP1/ECM axis	18	10	1.25418436041539e-21	10	1.42515320976679e-21	10	7.73967120709751e-22	10	1.83073489881228e-21	10	1.24397309254395e-21	10	1.13761220839757e-21	10	3.79853473250619e-22	10	3.79853473250619e-22
<https://identifiers.org/wikipathways/WP3969_r106437>	WP3969	H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity	15	7	1.84438876531673e-22	7	2.09581354377469e-22	7	1.13818694222022e-22	7	2.69225720413575e-22	7	1.82937219491758e-22	7	1.67295912999645e-22	7	5.58608048897971e-23	7	5.58608048897971e-23
<https://identifiers.org/wikipathways/WP3971_r117820>	WP3971	OSX and miRNAs in tooth development	36	7	3.61673776628553e-72	7	5.74305968662206e-72	7	6.30510004099974e-73	7	1.4213023864118e-71	7	3.5113150052393e-72	7	2.54102245064284e-72	7	4.79714175697135e-74	7	4.79714175697135e-74
<https://identifiers.org/wikipathways/WP3972_r108157>	WP3972	PDGFR-beta pathway	29	12	1.56886079511119e-42	12	2.05793311149281e-42	12	5.62902057083125e-43	12	3.50244966785554e-42	12	1.54186232344452e-42	12	1.27533054263705e-42	12	1.24175184758146e-43	12	1.24175184758146e-43
<https://identifiers.org/wikipathways/WP3981_r108114>	WP3981	miRNA regulation of prostate cancer signaling pathways	35	10	1.68106892706363e-61	10	2.50478784063832e-61	10	3.72720047206539e-62	10	5.47206518579363e-61	10	1.63872682239597e-61	10	1.23987632908388e-61	10	4.04280509450774e-63	10	4.04280509450774e-63
<https://identifiers.org/wikipathways/WP3982_r108115>	WP3982	miRNA regulation of p53 pathway in prostate cancer	34	11	1.51402883633191e-56	11	2.18520423713112e-56	11	3.78589293992499e-57	11	4.48514710272336e-56	11	1.47890328515934e-56	11	1.14415014737938e-56	11	4.9035258596989e-58	11	4.9035258596989e-58
<https://identifiers.org/wikipathways/WP399_r119242>	WP399	Wnt signaling pathway and pluripotency	101	32	2.34754940754852e-136	32	7.02771950493018e-136	33	7.1157844562209e-136	32	6.02433060193031e-135	32	2.18851987812884e-136	33	1.84957157838162e-134	33	1.72519558748776e-138	32	8.27732689547755e-141
<https://identifiers.org/wikipathways/WP3995_r119304>	WP3995	Prion disease pathway	33	12	1.28584398412583e-51	12	1.79768622343596e-51	12	3.62640774583902e-52	12	3.46651742925842e-51	12	1.25857409887853e-51	12	9.95627175461194e-52	12	5.60893555216746e-53	12	5.60893555216746e-53
<https://identifiers.org/wikipathways/WP3996_r107156>	WP3996	Ethanol effects on histone modifications	31	10	1.60730498015731e-52	10	2.24710777929499e-52	10	4.53300968229890e-53	10	4.33314678657293e-52	10	1.57321762359816e-52	10	1.24453396932649e-52	10	7.01116944020931e-54	10	7.01116944020931e-54
<https://identifiers.org/wikipathways/WP3998_r119303>	WP3998	Prader-Willi and Angelman syndrome	74	17	1.14657184603032e-122	17	2.83913407031376e-122	17	3.7302731864822e-124	17	1.6780696708845e-121	17	1.0819560959293e-122	17	5.738264525877e-123	17	2.38558610160357e-126	17	2.38558610160357e-126
<https://identifiers.org/wikipathways/WP400_r116725>	WP400	p38 MAPK signaling pathway	34	8	7.3391318668795e-65	8	1.11107176449615e-64	8	1.53225096487786e-65	8	2.50418664592793e-64	8	7.14699622095525e-65	8	5.34762398128848e-65	8	1.52096335460629e-66	8	1.52096335460629e-66
<https://identifiers.org/wikipathways/WP4008_r117805>	WP4008	NO/cGMP/PKG mediated neuroprotection	47	14	1.2033419680951e-76	14	2.03627932419118e-76	16	2.69498307010639e-72	14	5.70828201502379e-76	14	1.16352244030853e-76	16	1.19539809552056e-71	16	1.7174226688988e-73	14	8.80614378896249e-79
<https://identifiers.org/wikipathways/WP4016_r120667>	WP4016	DNA IR-damage and cellular response via ATR	83	36	6.87285278864908e-95	36	1.4524920455541e-94	37	6.90148626372498e-94	36	6.29391878955459e-94	36	6.55160058247637e-95	37	6.27719289308341e-93	37	1.16611684384926e-95	36	6.29322100677095e-98
<https://identifiers.org/wikipathways/WP4018_r117168>	WP4018	Clear cell renal cell carcinoma pathways	86	44	4.25441052363745e-83	44	8.30554532396011e-83	44	3.39872791478361e-84	44	3.08090912917848e-82	44	4.07618193945728e-83	44	2.55299292789416e-83	44	8.17948391519932e-86	44	8.17948391519932e-86
<https://identifiers.org/wikipathways/WP4022_r120306>	WP4022	Pyrimidine metabolism	99	27	2.68670612978389e-144	27	8.43329624422493e-144	27	3.56763168969422e-146	27	7.93243749688376e-143	27	2.49712011557813e-144	27	1.12193260601164e-144	27	6.0812433664956e-149	27	6.0812433664956e-149
<https://identifiers.org/wikipathways/WP4030_r93221>	WP4030	SCFA and skeletal muscle substrate metabolism	6	3	5.94504413007102e-10	3	6.23701209979749e-10	3	4.96030068485593e-10	3	6.85142625102298e-10	3	5.92683883541888e-10	3	5.73139946200029e-10	3	3.79794450465585e-10	3	3.79794450465585e-10
<https://identifiers.org/wikipathways/WP405_r118377>	WP405	Eukaryotic transcription initiation	41	5	5.5086143317441e-89	5	9.77675540509395e-89	5	6.30730394710553e-90	5	3.00906555061135e-88	5	5.31011040146197e-89	5	3.55500885430725e-89	5	2.58133434198759e-91	5	2.58133434198759e-91
<https://identifiers.org/wikipathways/WP408_r116900>	WP408	Oxidative stress response	33	14	2.44644817721322e-46	14	3.31302429275634e-46	14	7.78208173205628e-47	14	6.00190961115497e-46	14	2.39945008226081e-46	14	1.94092003613346e-46	14	1.43743057499824e-47	14	1.43743057499824e-47
<https://identifiers.org/wikipathways/WP410_r117108>	WP410	Exercise-induced circadian regulation	48	16	1.41922151717138e-73	16	2.36371303952118e-73	16	2.06611064310986e-74	16	6.42295892330471e-73	16	1.37365459302823e-73	16	9.61446189426714e-74	16	1.20503271608161e-75	16	1.20503271608161e-75
<https://identifiers.org/wikipathways/WP411_r122796>	WP411	mRNA processing	127	20	2.95622589188747e-209	20	1.60995715567926e-208	20	4.89228369381111e-212	20	4.45674046140773e-207	20	2.65244757742264e-209	20	8.10537858611134e-210	20	3.85743166658157e-216	20	3.85743166658157e-216
<https://identifiers.org/wikipathways/WP4136_r120387>	WP4136	Fibrin complement receptor 3 signaling pathway	43	18	5.57085116696362e-58	18	8.3005521310719e-58	18	1.23514739729217e-58	18	1.81337363597738e-57	18	5.43053475316187e-58	18	4.10879434124848e-58	18	1.3397348030152e-59	18	1.3397348030152e-59
<https://identifiers.org/wikipathways/WP4141_r122432>	WP4141	PI3K/AKT/mTOR - vitamin D3 signaling	22	13	2.18478984577726e-23	13	2.52256290789169e-23	13	1.26936181535501e-23	13	3.34341775659846e-23	13	2.16479020906675e-23	13	1.95772043367893e-23	13	5.69990206267732e-24	13	5.69990206267732e-24
<https://identifiers.org/wikipathways/WP4142_r119292>	WP4142	Metabolism of spingolipids in ER and Golgi apparatus	31	9	2.73072541650917e-55	9	3.87900531554467e-55	9	7.25165522684172e-56	9	7.7170913385094e-55	9	2.67009101085914e-55	9	2.08884519860107e-55	9	1.02637526573112e-56	9	1.02637526573112e-56
<https://identifiers.org/wikipathways/WP4146_r107552>	WP4146	Macrophage markers	9	6	2.49691853462982e-09	6	2.61954508191494e-09	6	2.08332628763949e-09	6	2.87759902542965e-09	6	2.48927231087593e-09	6	2.40718777404012e-09	6	1.59513669195546e-09	6	1.59513669195546e-09
<https://identifiers.org/wikipathways/WP4147_r94394>	WP4147	PTF1A related regulatory pathway	11	4	6.94246848073074e-21	4	7.7639144035089e-21	4	4.55055894783824e-21	4	9.66623884638719e-21	4	6.89298061649074e-21	4	6.37440324916587e-21	4	2.44104555726771e-21	4	2.44104555726771e-21
<https://identifiers.org/wikipathways/WP4148_r110682>	WP4148	Splicing factor NOVA regulated synaptic proteins	42	20	6.95941756749867e-51	20	9.88587778698463e-51	20	1.84812784449198e-51	20	1.96674703016711e-50	20	6.80488714663516e-51	20	5.32354731934664e-51	20	2.61577894723167e-52	20	2.61577894723167e-52
<https://identifiers.org/wikipathways/WP4149_r107159>	WP4149	White fat cell differentiation	32	11	4.67579630591209e-52	11	6.53704081249452e-52	11	1.31869372575965e-52	11	1.2605517924576e-51	11	4.57663308683096e-52	11	3.62046245622247e-52	11	2.03961292806089e-53	11	2.03961292806089e-53
<https://identifiers.org/wikipathways/WP4150_r116677>	WP4150	Wnt signaling in kidney disease	37	13	7.68447171450324e-58	13	1.12690229790328e-57	13	1.80937077238106e-58	13	2.38627196204928e-57	13	7.49855036783703e-58	13	5.73699447930935e-58	13	2.14459219004266e-59	13	2.14459219004266e-59
<https://identifiers.org/wikipathways/WP4153_r120394>	WP4153	Degradation pathway of sphingolipids, including diseases	19	2	5.16948381340487e-48	2	6.78100437086789e-48	2	1.85479367047176e-48	2	1.15407669830651e-47	2	5.08052234359035e-48	2	4.20228526166714e-48	2	4.09164158881468e-49	2	4.09164158881468e-49
<https://identifiers.org/wikipathways/WP4155_r119086>	WP4155	Endometrial cancer	63	21	1.81146690571785e-91	21	3.53638192757897e-91	21	1.44712953885464e-92	21	1.31180686396463e-90	21	1.73557973401651e-91	21	1.08702772657167e-91	21	3.48270679002726e-94	21	3.48270679002726e-94
<https://identifiers.org/wikipathways/WP4156_r121756>	WP4156	Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine	11	1	8.22517540989897e-31	1	9.64958149170228e-31	1	4.49924752253912e-31	1	1.3195913624487e-30	1	8.14156568291494e-31	1	7.28107007620751e-31	1	1.84848591247187e-31	1	1.84848591247187e-31
<https://identifiers.org/wikipathways/WP4157_r120415>	WP4157	GABA metabolism (aka GHB)	12	5	1.6661924353754e-20	5	1.86333945684214e-20	5	1.09213414748118e-20	5	2.31989732313294e-20	5	1.65431534795778e-20	5	1.52985677979982e-20	5	5.85850933744251e-21	5	5.85850933744251e-21
<https://identifiers.org/wikipathways/WP4159_r119288>	WP4159	GABA receptor signaling	43	9	1.14500856315668e-81	9	1.96860945580151e-81	9	1.4782658477425e-82	9	5.69315417825376e-81	9	1.10599421213329e-81	9	7.57083037909062e-82	9	7.22210289728997e-84	9	7.22210289728997e-84
<https://identifiers.org/wikipathways/WP4172_r122580>	WP4172	PI3K-Akt signaling pathway	340	138	1.55311757375918e-285	138	3.71322032728955e-284	139	4.42775586573868e-289	138	1.86314157951481e-281	138	1.26766769121904e-285	139	6.07627897953662e-285	139	9.83222885785721e-297	138	1.94933648729448e-298
<https://identifiers.org/wikipathways/WP4174_r117157>	WP4174	Metabolism of tetrahydrocannabinol (THC)	4	2	3.48795739111272e-07	2	3.60125078642309e-07	2	3.09125938680219e-07	2	3.83405813007207e-07	2	3.48083244804143e-07	2	3.4038781404818e-07	2	2.5871597965717e-07	2	2.5871597965717e-07
<https://identifiers.org/wikipathways/WP4186_r105819>	WP4186	Somatroph axis (GH) and its relationship to dietary restriction and aging	9	2	7.573601978979e-22	2	8.46972480382791e-22	2	4.96424612491445e-22	2	1.05449878324224e-21	2	7.5196152179899e-22	2	6.95389445363552e-22	2	2.66295878974659e-22	2	2.66295878974659e-22
