pathwayRes	pathway	pathwayTitle	TotalGenesinPW	GenesInPWs.rectum_Ensembl_BridgeDb_CD	probabilities.rectum_Ensembl_BridgeDb_CD	GenesInPWs.rectum_Ensembl_Hs_CD	probabilities.rectum_Ensembl_Hs_CD	GenesInPWs.rectum_Ensembl_PriID_BridgeDb_CD	probabilities.rectum_Ensembl_PriID_BridgeDb_CD	GenesInPWs.rectum_ENTREZ_BridgeDb_CD	probabilities.rectum_ENTREZ_BridgeDb_CD	GenesInPWs.rectum_ENTREZ_Hs_CD	probabilities.rectum_ENTREZ_Hs_CD	GenesInPWs.rectum_ENTREZ_PriID_BridgeDb_CD	probabilities.rectum_ENTREZ_PriID_BridgeDb_CD	GenesInPWs.rectum_HGNC_CD	probabilities.rectum_HGNC_CD	GenesInPWs.rectum_HGNC_PriID_BridgeDb_CD	probabilities.rectum_HGNC_PriID_BridgeDb_CD
<https://identifiers.org/wikipathways/WP4868_r120021>	WP4868	Type I interferon induction and signaling during SARS-CoV-2 infection	42	6	1.84283535368343e-63	6	3.78287441674128e-63	6	3.15232418155733e-64	6	2.21629693656142e-62	6	1.84283535368343e-63	6	3.67013974869263e-63	6	3.25214091205834e-65	6	3.25214091205834e-65
<https://identifiers.org/wikipathways/WP4871_r120412>	WP4871	Kisspeptin/kisspeptin receptor system in the ovary	39	3	3.21051455345549e-66	3	6.59037354832987e-66	3	5.49185397483849e-67	3	3.86114448878298e-65	3	3.21051455345549e-66	3	6.39397168761802e-66	3	5.6657507178718e-68	3	5.6657507178718e-68
<https://identifiers.org/wikipathways/WP4872_r110081>	WP4872	MAP3K1 role in promoting and blocking gonadal determination	17	3	4.48497718591407e-30	3	5.94755707662364e-30	3	2.24333825392603e-30	3	1.19060211926442e-29	3	4.48497718591407e-30	3	5.87734982614075e-30	3	9.20567214765547e-31	3	9.20567214765547e-31
<https://identifiers.org/wikipathways/WP4874_r121708>	WP4874	CAMKK2 pathway	47	1	2.92333695985744e-83	1	7.30026236631828e-83	1	3.08951054225378e-84	1	6.92251168305118e-82	1	2.92333695985744e-83	1	7.02455459222067e-83	1	1.71449600393159e-85	1	1.71449600393159e-85
<https://identifiers.org/wikipathways/WP4875_r116427>	WP4875	Disruption of postsynaptic signaling by CNV	33	3	4.6981156150138e-57	3	8.56739614109177e-57	3	1.07484387190047e-57	3	3.75257985839593e-56	3	4.6981156150138e-57	3	8.35356761843552e-57	3	1.61224178997824e-58	3	1.61224178997824e-58
<https://identifiers.org/wikipathways/WP4876_r120600>	WP4876	Activation of NLRP3 inflammasome by SARS-CoV-2	8	2	6.8024434972629e-15	2	7.68024644333305e-15	2	5.05014551735233e-15	2	1.03516214044349e-14	2	6.8024434972629e-15	2	7.64112804039599e-15	2	3.44355377994527e-15	2	3.44355377994527e-15
<https://identifiers.org/wikipathways/WP4877_r119237>	WP4877	Host-pathogen interaction of human coronaviruses - MAPK signaling	42	8	4.98266481084408e-59	8	9.83305514595394e-59	8	9.38926512457242e-60	8	5.22947135200969e-58	8	4.98266481084408e-59	8	9.55583800253578e-59	8	1.09716200323328e-60	8	1.09716200323328e-60
<https://identifiers.org/wikipathways/WP4879_r120399>	WP4879	Overlap between signal transduction pathways contributing to LMNA laminopathies	59	6	4.69592218634653e-87	6	1.3438675002467e-86	6	3.55070473657759e-88	6	1.78082348568978e-85	6	4.69592218634653e-87	6	1.28572466146049e-86	6	1.28011050140807e-89	6	1.28011050140807e-89
<https://identifiers.org/wikipathways/WP4880_r119113>	WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	43	4	1.26819869372024e-69	4	2.76142357826464e-69	4	1.87680008374733e-70	4	1.87008155389624e-68	4	1.26819869372024e-69	4	2.67249251339897e-69	4	1.60678390743155e-71	4	1.60678390743155e-71
<https://identifiers.org/wikipathways/WP4883_r120620>	WP4883	SARS-CoV-2 and ACE2 receptor: molecular mechanisms	7	2	1.02121683002659e-12	2	1.12995625797539e-12	2	7.96660455362328e-13	2	1.44922699662088e-12	2	1.02121683002659e-12	2	1.12515610394831e-12	2	5.78947479253297e-13	2	5.78947479253297e-13
<https://identifiers.org/wikipathways/WP4884_r120646>	WP4884	Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex	32	2	4.27101419546713e-58	2	7.78854194644705e-58	3	4.18863399776977e-56	2	3.41143623490541e-57	4	5.33663223723615e-53	3	3.04272372041197e-55	2	1.46567435452564e-59	3	6.68836063781861e-57
<https://identifiers.org/wikipathways/WP4891_r120510>	WP4891	COVID-19 adverse outcome pathway	15	10	1.46034006693801e-10	10	1.61583744890481e-10	11	1.30596548447547e-08	10	2.07239460516785e-10	10	1.46034006693801e-10	11	1.7216013546513e-08	10	8.27894895332217e-11	11	1.01153703575135e-08
<https://identifiers.org/wikipathways/WP49_r120703>	WP49	IL-2 signaling pathway	42	5	8.97484750170509e-66	5	1.87891113414302e-65	5	1.46279544387808e-66	5	1.15532420672184e-64	5	8.97484750170509e-66	5	1.82140930456217e-65	5	1.41808470002543e-67	5	1.41808470002543e-67
<https://identifiers.org/wikipathways/WP4900_r110333>	WP4900	Purinergic signaling	33	1	1.87387198116355e-62	1	3.55492140741808e-62	1	3.89047138332856e-63	1	1.71589650353045e-61	1	1.87387198116355e-62	1	3.46043844642363e-62	1	5.15019179344245e-64	1	5.15019179344245e-64
<https://identifiers.org/wikipathways/WP4905_r115772>	WP4905	1q21.1 copy number variation syndrome	38	2	2.46962657958111e-67	2	5.06951811409979e-67	2	4.22450305756807e-68	2	2.97011114521763e-66	2	2.46962657958111e-67	2	4.91843975970617e-67	2	4.35826978297812e-69	2	4.35826978297812e-69
<https://identifiers.org/wikipathways/WP4906_r115773>	WP4906	3q29 copy number variation syndrome	75	2	3.04535758984371e-117	2	1.28091392425211e-116	2	8.93511680671717e-119	2	4.36915382668814e-115	2	3.04535758984371e-117	2	1.20580812789033e-116	2	9.50942157794063e-121	2	9.50942157794063e-121
<https://identifiers.org/wikipathways/WP4912_r115852>	WP4912	SARS coronavirus and innate immunity	32	3	1.74399746314906e-55	3	3.11801295922765e-55	3	4.18863399776977e-56	3	1.30089435091059e-54	3	1.74399746314906e-55	3	3.04272372041197e-55	3	6.68836063781861e-57	3	6.68836063781861e-57
<https://identifiers.org/wikipathways/WP4917_r119111>	WP4917	Proximal tubule transport	57	5	1.02755889337704e-86	5	2.8840920285832e-86	5	8.14939655203978e-88	5	3.64387084944463e-85	5	1.02755889337704e-86	5	2.7615652430552e-86	5	3.12433749496217e-89	5	3.12433749496217e-89
<https://identifiers.org/wikipathways/WP4919_r111814>	WP4919	Neuroinflammation	18	1	2.72741899262395e-37	1	3.84070123759073e-37	1	1.17721951280935e-37	1	8.91159449230089e-37	1	2.72741899262395e-37	1	3.78578793141823e-37	1	3.99633245654225e-38	1	3.99633245654225e-38
<https://identifiers.org/wikipathways/WP4925_r112845>	WP4925	Unfolded protein response	25	6	6.23224524561654e-37	6	9.13384992287064e-37	6	2.43865296189377e-37	6	2.33803625784323e-36	6	6.23224524561654e-37	6	8.98813779143953e-37	6	7.2971648035761e-38	6	7.2971648035761e-38
<https://identifiers.org/wikipathways/WP4928_r120795>	WP4928	MAPK pathway in congenital thyroid cancer	16	1	1.30820919375229e-33	1	1.7699306844431e-33	1	6.22947633801837e-34	1	3.72198859771085e-33	1	1.30820919375229e-33	1	1.74756424782419e-33	1	2.39960174150376e-34	1	2.39960174150376e-34
<https://identifiers.org/wikipathways/WP4932_r118797>	WP4932	7q11.23 copy number variation syndrome	117	8	2.7866149278001e-150	8	2.30887654285934e-149	8	1.5424474967257e-152	8	4.15565548965568e-147	8	2.7866149278001e-150	8	2.11241476052395e-149	8	1.90846729896585e-155	8	1.90846729896585e-155
<https://identifiers.org/wikipathways/WP4940_r115775>	WP4940	15q11.2 copy number variation syndrome	10	1	7.03300403027945e-22	1	8.4354170304871e-22	1	4.50127397299248e-22	1	1.31917575012545e-21	1	7.03300403027945e-22	1	8.37113358148251e-22	1	2.5361610433492e-22	1	2.5361610433492e-22
<https://identifiers.org/wikipathways/WP4941_r120578>	WP4941	GPR143 in melanocytes and retinal pigment epithelium cells	36	1	4.32448125101619e-67	1	8.70399482748012e-67	1	7.76395156526037e-68	1	4.85864554338592e-66	1	4.32448125101619e-67	1	8.45160061127313e-67	1	8.52435412744685e-69	1	8.52435412744685e-69
<https://identifiers.org/wikipathways/WP4947_r118070>	WP4947	Nitric oxide metabolism in cystic fibrosis	14	1	7.97402561436775e-30	1	1.03644928467633e-29	1	4.18976409189123e-30	1	1.97499880960331e-29	1	7.97402561436775e-30	1	1.02507895497102e-29	1	1.83165800232028e-30	1	1.83165800232028e-30
<https://identifiers.org/wikipathways/WP4949_r115778>	WP4949	16p11.2 proximal deletion syndrome	82	1	1.69756520538939e-128	1	8.31500068865451e-128	1	3.42457016123494e-130	1	4.12188861203676e-126	1	1.69756520538939e-128	1	7.77747869680984e-128	1	2.24838604522362e-132	1	2.24838604522362e-132
<https://identifiers.org/wikipathways/WP4950_r115784>	WP4950	16p11.2 distal deletion syndrome	34	3	1.302903188503e-58	3	2.42338992343692e-58	3	2.83952538031202e-59	3	1.1143031893927e-57	3	1.302903188503e-58	3	2.36094180404662e-58	3	4.00118400432549e-60	3	4.00118400432549e-60
<https://identifiers.org/wikipathways/WP496_r119106>	WP496	Steroid biosynthesis	11	2	3.86815221665368e-21	2	4.63947936676791e-21	2	2.47570068514584e-21	2	7.25546662568996e-21	2	3.86815221665368e-21	2	4.60412346981535e-21	2	1.39488857384204e-21	2	1.39488857384204e-21
<https://identifiers.org/wikipathways/WP4961_r120610>	WP4961	STING pathway in Kawasaki-like disease and COVID-19	21	3	2.99049238267922e-37	3	4.29615865937391e-37	3	1.22896542546029e-37	3	1.04703362851237e-36	3	2.99049238267922e-37	3	4.23117474687918e-37	3	3.91681810405387e-38	3	3.91681810405387e-38
<https://identifiers.org/wikipathways/WP4963_r122690>	WP4963	p53 transcriptional gene network	98	11	1.92208767189955e-123	11	1.05475245850058e-122	11	2.93219886597894e-125	11	6.90966218434715e-121	11	1.92208767189955e-123	11	9.81866466531149e-123	11	1.34249932466429e-127	11	1.34249932466429e-127
<https://identifiers.org/wikipathways/WP4969_r120081>	WP4969	RAS and bradykinin pathways in COVID-19	31	7	1.76795480945675e-44	7	2.86240596837775e-44	7	5.4172030180805e-45	7	9.35921270557774e-44	7	1.76795480945675e-44	7	2.80496638372797e-44	7	1.18343048084881e-45	7	1.18343048084881e-45
<https://identifiers.org/wikipathways/WP497_r119105>	WP497	Urea cycle and metabolism of amino groups	37	5	2.47519749991895e-58	5	4.69569568705854e-58	5	5.13892365023855e-59	5	2.26652769151335e-57	5	2.47519749991895e-58	5	4.57089314388086e-58	5	6.80288833995811e-60	5	6.80288833995811e-60
<https://identifiers.org/wikipathways/WP4970_r113773>	WP4970	Galanin receptor pathway	20	1	7.03810869070189e-41	1	1.03149067451954e-40	1	2.7539841466897e-41	1	2.64035715171446e-40	1	7.03810869070189e-41	1	1.01503532370858e-40	1	8.24072818020991e-42	1	8.24072818020991e-42
<https://identifiers.org/wikipathways/WP500_r121748>	WP500	Glycogen synthesis and degradation	45	2	1.28901498214926e-77	2	3.03566060367946e-77	3	6.81276683606839e-76	2	2.49245884854125e-76	2	1.28901498214926e-77	3	1.18593140917077e-74	2	1.051135819011e-79	3	4.84223233957741e-77
<https://identifiers.org/wikipathways/WP5027_r120060>	WP5027	nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell	17	1	1.83646212170015e-35	1	2.53486281680987e-35	1	8.3255579989238e-36	1	5.59945187266235e-35	1	1.83646212170015e-35	1	2.50072325025348e-35	1	3.01057045059511e-36	1	3.01057045059511e-36
<https://identifiers.org/wikipathways/WP5033_r118996>	WP5033	Genes associated with the development of rheumatoid arthritis	18	4	2.01823973366131e-29	4	2.67640068448066e-29	4	1.0095022142667e-29	4	5.3577095366899e-29	4	2.01823973366131e-29	4	2.64480742176335e-29	4	4.142552466445e-30	4	4.142552466445e-30
<https://identifiers.org/wikipathways/WP5036_r119016>	WP5036	Angiotensin II receptor type 1 pathway	28	6	6.81301346604271e-42	6	1.06003585298564e-41	6	2.3018272092963e-42	6	3.14310679737348e-41	6	6.81301346604271e-42	6	1.04050420410317e-41	6	5.70207345814394e-43	6	5.70207345814394e-43
<https://identifiers.org/wikipathways/WP5037_r120417>	WP5037	Riboflavin and CoQ disorders	18	1	2.72741899262395e-37	1	3.84070123759073e-37	1	1.17721951280935e-37	1	8.91159449230089e-37	1	2.72741899262395e-37	1	3.78578793141823e-37	1	3.99633245654225e-38	1	3.99633245654225e-38
<https://identifiers.org/wikipathways/WP5038_r121595>	WP5038	Mitochondrial immune response to SARS-CoV-2	48	2	7.01600870365788e-82	2	1.75206296791631e-81	2	7.41482530140899e-83	2	1.6614028039322e-80	2	7.01600870365788e-82	2	1.68589310213287e-81	2	4.11479040943586e-84	2	4.11479040943586e-84
<https://identifiers.org/wikipathways/WP5039_r120358>	WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	86	26	3.03728600023897e-82	26	9.95320926838207e-82	27	8.02321349119298e-82	26	1.83957823623182e-80	26	3.03728600023897e-82	27	4.32043009723843e-80	26	3.8640600944869e-85	27	2.00215558229151e-83
<https://identifiers.org/wikipathways/WP5043_r120456>	WP5043	Pentose phosphate pathway in senescent cells	10	1	7.03300403027945e-22	1	8.4354170304871e-22	1	4.50127397299248e-22	1	1.31917575012545e-21	1	7.03300403027945e-22	1	8.37113358148251e-22	1	2.5361610433492e-22	1	2.5361610433492e-22
<https://identifiers.org/wikipathways/WP5044_r119244>	WP5044	Kynurenine pathway and links to cell senescence	23	6	1.52958202804674e-33	6	2.15392926572814e-33	6	6.60204323108693e-34	6	4.99777071785719e-33	6	1.52958202804674e-33	6	2.12313296840489e-33	6	2.24120984716979e-34	6	2.24120984716979e-34
<https://identifiers.org/wikipathways/WP5046_r118987>	WP5046	NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence	28	4	1.37660552460482e-46	4	2.22879218894818e-46	4	4.21806686613612e-47	4	7.28748486529965e-46	4	1.37660552460482e-46	4	2.18406726207967e-46	4	9.21469784865575e-48	4	9.21469784865575e-48
<https://identifiers.org/wikipathways/WP5049_r120508>	WP5049	Glycolysis in senescence	12	2	3.85210179251818e-23	2	4.71411959366764e-23	2	2.34663572051742e-23	2	7.74604977831665e-23	2	3.85210179251818e-23	2	4.67423702519325e-23	2	1.24082008051183e-23	2	1.24082008051183e-23
<https://identifiers.org/wikipathways/WP5050_r119012>	WP5050	TCA cycle in senescence	10	2	4.23386842622816e-19	2	4.97689604798731e-19	2	2.84705578791774e-19	2	7.40717183695431e-19	2	4.23386842622816e-19	2	4.94315437986536e-19	2	1.70937254321734e-19	2	1.70937254321734e-19
<https://identifiers.org/wikipathways/WP5052_r118777>	WP5052	Nephrogenesis	19	1	4.27213197525602e-39	1	6.13736951339129e-39	1	1.75566489351466e-39	1	1.49576232644626e-38	1	4.27213197525602e-39	1	6.04453535268456e-39	1	5.5954544343627e-40	1	5.5954544343627e-40
<https://identifiers.org/wikipathways/WP5053_r118778>	WP5053	Development of ureteric collection system	61	4	2.10857543178176e-94	4	6.52062617365999e-94	4	1.31778436687814e-95	4	1.04525704630921e-92	4	2.10857543178176e-94	4	6.21820494347395e-94	4	3.71686069482968e-97	4	3.71686069482968e-97
<https://identifiers.org/wikipathways/WP5055_r122621>	WP5055	Burn wound healing	109	30	3.16246418046982e-101	30	1.49129038958221e-100	31	3.01648935169852e-101	30	6.73452197749783e-99	30	3.16246418046982e-101	31	5.63803979545285e-99	30	5.1877604275121e-105	31	2.37298202781041e-103
<https://identifiers.org/wikipathways/WP5061_r115541>	WP5061	Fatty acid transporters	25	3	4.15934888036791e-44	3	6.4715253540027e-44	3	1.40526691654231e-44	3	1.91886861866512e-43	3	4.15934888036791e-44	3	6.35228451833438e-44	3	3.48111932731617e-45	3	3.48111932731617e-45
<https://identifiers.org/wikipathways/WP5063_r118833>	WP5063	FOXP3 in COVID-19	17	5	3.27509180033313e-25	5	4.17233024039302e-25	5	1.80771561508741e-25	5	7.56780043863799e-25	5	3.27509180033313e-25	5	4.13004310957823e-25	5	8.41976550506588e-26	5	8.41976550506588e-26
<https://identifiers.org/wikipathways/WP5064_r120384>	WP5064	7-oxo-C and 7-beta-HC pathways	29	4	3.27225903389671e-48	4	5.40426199661349e-48	4	9.54909751115912e-49	4	1.85546146702101e-47	4	3.27225903389671e-48	4	5.29139102759483e-48	4	1.95913663937698e-49	4	1.95913663937698e-49
<https://identifiers.org/wikipathways/WP5065_r118890>	WP5065	SARS-CoV-2 altering angiogenesis via NRP1	8	1	1.13185415927834e-17	1	1.30394676457269e-17	1	7.99706336872898e-18	1	1.84685484468063e-17	1	1.13185415927834e-17	1	1.29620492627582e-17	1	5.11672181269725e-18	1	5.11672181269725e-18
<https://identifiers.org/wikipathways/WP5066_r116631>	WP5066	FOXA2 pathway	21	5	2.19824515967505e-32	5	3.03423079172138e-32	5	9.96569292471177e-33	5	6.70254389157685e-32	5	2.19824515967505e-32	5	2.99336573055345e-32	5	3.60365282936237e-33	5	3.60365282936237e-33
<https://identifiers.org/wikipathways/WP5072_r115764>	WP5072	Modulators of TCR signaling and T cell activation	64	4	2.67306193577839e-98	4	8.75964424557203e-98	4	1.44870365803973e-99	4	1.61898041895655e-96	4	2.67306193577839e-98	4	8.33303819465104e-98	4	3.4006912603292e-101	4	3.4006912603292e-101
<https://identifiers.org/wikipathways/WP5074_r120388>	WP5074	Kallmann syndrome	25	1	1.68083702637952e-49	1	2.72135798406373e-49	1	5.15026479381707e-50	1	8.89802791855898e-49	1	1.68083702637952e-49	1	2.66674879374807e-49	1	1.1251157324366e-50	1	1.1251157324366e-50
<https://identifiers.org/wikipathways/WP5076_r118892>	WP5076	Soluble ACE2-mediated cell entry of SARS-CoV-2	5	1	5.83552474300908e-11	1	6.32775504466212e-11	1	4.78375635338997e-11	1	7.7223095677084e-11	1	5.83552474300908e-11	1	6.30623206831977e-11	1	3.70526386722106e-11	1	3.70526386722106e-11
<https://identifiers.org/wikipathways/WP5083_r120385>	WP5083	Neuroinflammation and glutamatergic signaling	140	16	3.09978835103665e-157	16	3.38786973348235e-156	16	8.6778446414874e-160	16	1.20236451978449e-153	16	3.09978835103665e-157	16	3.06372170342702e-156	16	4.45164029613553e-163	16	4.45164029613553e-163
<https://identifiers.org/wikipathways/WP5085_r119785>	WP5085	Vasopressin-regulated water reabsorption	44	3	1.46222613166909e-73	3	3.31130308376853e-73	3	1.96510474515933e-74	3	2.4693657557431e-72	3	1.46222613166909e-73	3	3.19937940162955e-73	3	1.48602730243474e-75	3	1.48602730243474e-75
<https://identifiers.org/wikipathways/WP5087_r122659>	WP5087	Malignant pleural mesothelioma	438	46	1.06224113855868e-321	46	1.06417787589038e-318	46	0	46	2.1266092028737e-311	46	1.06224113855868e-321	46	7.97421952387772e-319	46	0	46	0
<https://identifiers.org/wikipathways/WP5088_r119639>	WP5088	Prostaglandin signaling	35	14	2.3208431795506e-36	14	3.5397856838512e-36	15	7.01001878682552e-35	14	9.99432434895954e-36	14	2.3208431795506e-36	15	2.76575254764906e-34	14	2.1722354829188e-37	15	1.96949350451307e-35
<https://identifiers.org/wikipathways/WP5090_r118898>	WP5090	Complement system in neuronal development and plasticity	113	16	6.93451955640301e-130	16	4.59318628589578e-129	16	6.65883907144968e-132	16	4.77420005771641e-127	16	6.93451955640301e-130	16	4.24209166829759e-129	16	1.67769901133864e-134	16	1.67769901133864e-134
<https://identifiers.org/wikipathways/WP5092_r119997>	WP5092	Interactions of natural killer cells in pancreatic cancer	38	11	7.80006063535954e-47	11	1.34036352234001e-46	11	2.06483246488065e-47	10	4.88680712497397e-48	10	7.01559010539299e-49	10	1.20099850778475e-48	11	3.73696086132236e-48	11	3.73696086132236e-48
<https://identifiers.org/wikipathways/WP5095_r120801>	WP5095	Overview of proinflammatory and profibrotic mediators	130	41	9.5506515918851e-106	41	5.44259176619624e-105	42	4.25203030856665e-106	41	3.91145383888863e-103	41	9.5506515918851e-106	42	1.51874227380517e-103	41	5.39278845689331e-110	42	1.83354807534378e-108
<https://identifiers.org/wikipathways/WP5097_r119075>	WP5097	CCL18 signaling pathway	131	9	1.95525439910623e-162	9	2.05987929241649e-161	9	5.9919233249716e-165	9	6.6809392178012e-159	9	1.95525439910623e-162	9	1.86567119838652e-161	9	3.45479902004392e-168	9	3.45479902004392e-168
<https://identifiers.org/wikipathways/WP5098_r119538>	WP5098	T-cell activation SARS-CoV-2	92	11	1.11277961928667e-116	11	5.45060847813886e-116	11	2.24485743943206e-118	11	2.70196021094341e-114	11	1.11277961928667e-116	11	5.09825469782809e-116	11	1.4738509952196e-120	11	1.4738509952196e-120
<https://identifiers.org/wikipathways/WP51_r116716>	WP51	Regulation of actin cytoskeleton	151	5	6.47607763829591e-191	5	1.05640624859256e-189	5	6.76206375812291e-194	5	1.00036917810187e-186	5	6.47607763829591e-191	5	9.39384008611908e-190	5	9.69665922228475e-198	5	9.69665922228475e-198
<https://identifiers.org/wikipathways/WP5101_r119172>	WP5101	Congenital generalized lipodystrophy (CGL)	20	2	4.27213197525603e-38	2	6.13736951339127e-38	2	1.75566489351474e-38	2	1.49576232644626e-37	2	4.27213197525603e-38	2	6.04453535268457e-38	2	5.59545443436273e-39	2	5.59545443436273e-39
<https://identifiers.org/wikipathways/WP5102_r119174>	WP5102	Familial partial lipodystrophy (FPLD)	31	1	2.66938387216694e-59	1	4.86783871652947e-59	1	6.10706745397997e-60	1	2.13214764681587e-58	1	2.66938387216694e-59	1	4.74634523774754e-59	1	9.1604647157851e-61	1	9.1604647157851e-61
<https://identifiers.org/wikipathways/WP5104_r120389>	WP5104	Acquired partial lipodystrophy / Barraquer-Simons syndrome	10	1	7.03300403027945e-22	1	8.4354170304871e-22	1	4.50127397299248e-22	1	1.31917575012545e-21	1	7.03300403027945e-22	1	8.37113358148251e-22	1	2.5361610433492e-22	1	2.5361610433492e-22
<https://identifiers.org/wikipathways/WP5108_r120390>	WP5108	Familial  hyperlipidemia type 1	18	4	2.01823973366131e-29	4	2.67640068448066e-29	4	1.0095022142667e-29	4	5.3577095366899e-29	4	2.01823973366131e-29	4	2.64480742176335e-29	4	4.142552466445e-30	4	4.142552466445e-30
<https://identifiers.org/wikipathways/WP5109_r120391>	WP5109	Familial hyperlipidemia type 2	16	6	4.67388350825541e-21	6	5.71979844031666e-21	6	2.84725134089446e-21	6	9.39854039769084e-21	6	4.67388350825541e-21	6	5.67140759056783e-21	6	1.50552836435435e-21	6	1.50552836435435e-21
<https://identifiers.org/wikipathways/WP5110_r120392>	WP5110	Familial hyperlipidemia type 3	13	3	1.66924411009121e-22	3	2.04278515725596e-22	3	1.01687547889088e-22	3	3.35662157060388e-22	3	1.66924411009121e-22	3	2.02550271091708e-22	3	5.37688701555125e-23	3	5.37688701555125e-23
<https://identifiers.org/wikipathways/WP5111_r119173>	WP5111	Familial hyperlipidemia type 4	22	4	1.64477081047357e-36	4	2.36288726265565e-36	4	6.75930984003172e-37	4	5.7586849568181e-36	4	1.64477081047357e-36	4	2.32714611078356e-36	4	2.15424995722963e-37	4	2.15424995722963e-37
<https://identifiers.org/wikipathways/WP5112_r119153>	WP5112	Familial hyperlipidemia type 5	15	3	2.40815573553907e-26	3	3.06788988264195e-26	3	1.32920265815249e-26	3	5.56455914605738e-26	3	2.40815573553907e-26	3	3.03679640410163e-26	3	6.1910040478426e-27	3	6.1910040478426e-27
<https://identifiers.org/wikipathways/WP5113_r119486>	WP5113	Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway	41	10	2.44098260914448e-53	10	4.54020890460939e-53	11	6.22420882479349e-52	10	2.08764145381125e-52	10	2.44098260914448e-53	11	4.83738621472934e-51	10	7.49619822618375e-55	11	9.33617415442872e-53
<https://identifiers.org/wikipathways/WP5114_r119169>	WP5114	Nucleotide excision repair in xeroderma pigmentosum 	61	1	2.56630370178409e-102	1	8.40979670273769e-102	1	1.39084452576778e-103	1	1.55432067872168e-100	1	2.56630370178409e-102	1	8.0002286815006e-102	1	3.26487256175998e-105	1	3.26487256175998e-105
<https://identifiers.org/wikipathways/WP5115_r120811>	WP5115	Network map of SARS-CoV-2 signaling pathway	285	57	2.00011856372015e-210	57	1.37218154432121e-208	58	1.54796694668012e-213	57	4.3721353017567e-204	59	1.18271534611313e-207	58	2.77275305162799e-207	58	2.39040379496445e-219	58	2.39040379496445e-219
<https://identifiers.org/wikipathways/WP5117_r119395>	WP5117	Cohesin complex - Cornelia de Lange syndrome	36	1	4.32448125101619e-67	1	8.70399482748012e-67	2	5.01163073537547e-65	1	4.85864554338592e-66	1	4.32448125101619e-67	2	5.1005409689033e-64	1	8.52435412744685e-69	2	5.85623128555592e-66
<https://identifiers.org/wikipathways/WP5121_r119472>	WP5121	Sphingolipid metabolism in senescence	30	1	1.05483717529179e-57	1	1.88589493501673e-57	1	2.53344798252201e-58	1	7.86831260631412e-57	1	1.05483717529179e-57	1	1.84035708895885e-57	1	4.0453794180355e-59	1	4.0453794180355e-59
<https://identifiers.org/wikipathways/WP5122_r119484>	WP5122	Prostaglandin and leukotriene metabolism in senescence 	32	4	5.33663223723615e-53	4	9.35403887768288e-53	4	1.3455986717835e-53	4	3.71730560772709e-52	4	5.33663223723615e-53	4	9.13577797053705e-53	4	2.287419338134e-54	4	2.287419338134e-54
<https://identifiers.org/wikipathways/WP5124_r119432>	WP5124	Alzheimer's disease	267	21	2.76482379934598e-254	21	2.57101779258451e-252	21	3.94795922110172e-259	21	1.72316193550909e-247	21	2.76482379934598e-254	21	2.12498790755225e-252	21	2.18094566893091e-265	21	2.18094566893091e-265
<https://identifiers.org/wikipathways/WP5130_r122780>	WP5130	Th17 cell differentiation pathway	71	14	9.7263687712514e-86	14	3.00781341888709e-85	14	6.07863324216765e-87	14	4.82152800412794e-84	14	9.7263687712514e-86	14	2.868313528833e-85	14	1.7145015181522e-88	14	1.7145015181522e-88
<https://identifiers.org/wikipathways/WP5133_r121511>	WP5133	Non-classical role of vitamin D	8	3	2.7232448800709e-12	3	3.01321668793437e-12	3	2.12442788096621e-12	3	3.86460532432234e-12	3	2.7232448800709e-12	3	3.00041627719549e-12	3	1.54385994467547e-12	3	1.54385994467547e-12
<https://identifiers.org/wikipathways/WP5143_r120629>	WP5143	GDNF signaling	135	1	7.80118942436635e-186	1	1.02369816748863e-184	2	9.67562220519944e-186	1	5.68758680197084e-182	1	7.80118942436635e-186	2	5.99887126148355e-182	1	3.99141660422545e-192	2	2.93967832901218e-189
<https://identifiers.org/wikipathways/WP5144_r120537>	WP5144	NRP1-triggered signaling pathways in pancreatic cancer 	57	7	3.80138562212213e-82	7	1.02626020030236e-81	7	3.31710708855214e-83	7	1.17852326742313e-80	7	3.80138562212213e-82	7	9.84269193743318e-82	7	1.43830364360338e-84	7	1.43830364360338e-84
<https://identifiers.org/wikipathways/WP5149_r120374>	WP5149	Lipid metabolism in senescent cells	20	3	1.72736536199518e-35	3	2.43244411714078e-35	3	7.45572358112573e-36	3	5.64400984512382e-35	3	1.72736536199518e-35	3	2.39766568989821e-35	3	2.53101055581004e-36	3	2.53101055581004e-36
<https://identifiers.org/wikipathways/WP5154_r122424>	WP5154	Docosahexaenoic acid (DHA) oxylipin metabolism	2	1	0.00167224080267564	1	0.00170648464163818	1	0.00159108989657917	1	0.00179372197309415	1	0.00167224080267564	1	0.00170502983802214	1	0.00149253731343287	1	0.00149253731343287
