pathwayRes	pathway	pathwayTitle	TotalGenesinPW	GenesInPWs.ileum_Ensembl_BridgeDb_CD	probabilities.ileum_Ensembl_BridgeDb_CD	GenesInPWs.ileum_Ensembl_Hs_CD	probabilities.ileum_Ensembl_Hs_CD	GenesInPWs.ileum_Ensembl_PriID_BridgeDb_CD	probabilities.ileum_Ensembl_PriID_BridgeDb_CD	GenesInPWs.ileum_ENTREZ_BridgeDb_CD	probabilities.ileum_ENTREZ_BridgeDb_CD	GenesInPWs.ileum_ENTREZ_Hs_CD	probabilities.ileum_ENTREZ_Hs_CD	GenesInPWs.ileum_ENTREZ_PriID_BridgeDb_CD	probabilities.ileum_ENTREZ_PriID_BridgeDb_CD	GenesInPWs.ileum_HGNC_CD	probabilities.ileum_HGNC_CD	GenesInPWs.ileum_HGNC_PriID_BridgeDb_CD	probabilities.ileum_HGNC_PriID_BridgeDb_CD
<https://identifiers.org/wikipathways/WP4808_r117708>	WP4808	Endochondral ossification with skeletal dysplasias	64	13	1.92806813796969e-86	13	4.72772036405903e-86	13	1.05170132661496e-87	13	1.32610814318733e-84	13	1.81717073816907e-86	13	7.22443098196168e-86	13	6.8922910886513e-89	13	6.8922910886513e-89
<https://identifiers.org/wikipathways/WP481_r120562>	WP481	Insulin signaling	161	14	3.48545367447224e-202	14	4.31372111299224e-201	14	9.89924781626966e-206	14	4.91592066436091e-197	14	2.95175802854389e-202	14	1.41645605821997e-200	14	4.65752615968078e-209	14	4.65752615968078e-209
<https://identifiers.org/wikipathways/WP4814_r116554>	WP4814	Somatic sex determination	14	2	7.40296406020034e-29	2	9.16458702381728e-29	2	3.70582266485915e-29	2	2.02714228606735e-28	2	7.29933678611217e-29	2	1.0137881587123e-28	2	1.93861223887245e-29	2	1.93861223887245e-29
<https://identifiers.org/wikipathways/WP4815_r110276>	WP4815	Glycosaminoglycan degradation	17	3	3.44917016054713e-32	3	4.42393925679112e-32	3	1.53924020908608e-32	3	1.11633467486049e-31	3	3.39294008466459e-32	3	4.97643760051659e-32	3	7.23087015450791e-33	3	7.23087015450791e-33
<https://identifiers.org/wikipathways/WP4816_r116440>	WP4816	TGF-beta receptor signaling in skeletal dysplasias	59	12	2.53720740452835e-81	12	5.80432101131209e-81	12	1.73339825512282e-82	12	1.25815023226394e-79	12	2.40225879845136e-81	12	8.58341024187686e-81	12	1.40293748354473e-83	12	1.40293748354473e-83
<https://identifiers.org/wikipathways/WP4823_r119116>	WP4823	Genes controlling nephrogenesis	44	8	2.50921713893762e-67	8	4.73919029055595e-67	9	6.49781004055736e-66	8	5.04005376971119e-66	8	2.40602139629649e-67	9	1.19989387852127e-64	8	4.62717204921926e-69	9	9.93299599899082e-67
<https://identifiers.org/wikipathways/WP4829_r109219>	WP4829	mBDNF and proBDNF regulation of GABA neurotransmission	38	4	2.48377253515231e-67	4	4.52989135757441e-67	4	3.539388771601e-68	4	4.2302853839373e-66	4	2.38713147824357e-67	4	6.0182929185002e-67	4	5.70604835826508e-69	4	5.70604835826508e-69
<https://identifiers.org/wikipathways/WP4830_r118773>	WP4830	GDNF/RET signaling axis	23	3	9.93935834054085e-44	3	1.41744420768547e-43	3	3.14505401766929e-44	3	5.3053179184285e-43	3	9.70908850349193e-44	3	1.67644216404401e-43	3	1.07064801147392e-44	3	1.07064801147392e-44
<https://identifiers.org/wikipathways/WP4838_r110282>	WP4838	Regucalcin in proximal tubule epithelial kidney cells	44	2	1.85773691531074e-82	2	3.8959551569254e-82	2	1.68286537012542e-83	2	6.11338835800628e-81	2	1.76905993643381e-82	2	5.52931168267092e-82	2	1.77438613859685e-84	2	1.77438613859685e-84
<https://identifiers.org/wikipathways/WP4842_r119114>	WP4842	Mammalian disorder of sexual development	25	3	2.0240536511766e-47	3	2.99009213787967e-47	3	5.71255708856996e-48	3	1.27592000667664e-46	3	1.97256205285421e-47	3	3.59590004785544e-47	3	1.74713815981685e-48	3	1.74713815981685e-48
<https://identifiers.org/wikipathways/WP4844_r120398>	WP4844	Influence of laminopathies on Wnt signaling	39	3	1.2938777594687e-71	3	2.44376336335589e-71	3	1.6460349546796e-72	3	2.59890360940083e-70	3	1.24066487717033e-71	3	3.30084603174383e-71	3	2.38600115980986e-73	3	2.38600115980986e-73
<https://identifiers.org/wikipathways/WP4846_r122702>	WP4846	SARS-CoV-2 and COVID-19 pathway	50	2	7.64569245902332e-92	2	1.77972254608463e-91	2	4.93737007195304e-93	2	4.11476657248814e-90	2	7.23073762999934e-92	2	2.65353446661058e-91	2	3.79053315877891e-94	2	3.79053315877891e-94
<https://identifiers.org/wikipathways/WP4853_r122756>	WP4853	Linoleic acid metabolism affected by SARS-CoV-2	13	1	1.05756629431435e-29	1	1.30922671768818e-29	1	5.2940323783702e-30	1	2.89591755152473e-29	1	1.04276239801604e-29	1	1.44826879816044e-29	1	2.76944605553207e-30	1	2.76944605553207e-30
<https://identifiers.org/wikipathways/WP4861_r118973>	WP4861	Endoplasmic reticulum stress response in coronavirus infection	54	2	6.25145224368308e-98	2	1.55967076178841e-97	2	3.22360558753453e-99	2	4.66556786374587e-96	2	5.88514774705226e-98	2	2.40292625957385e-97	2	2.00413098999077e-100	2	2.00413098999077e-100
<https://identifiers.org/wikipathways/WP4863_r116597>	WP4863	Host-pathogen interaction of human coronaviruses - autophagy	20	2	8.24868527261528e-41	2	1.13553208274304e-40	2	2.92665834116277e-41	2	3.72736179331358e-40	2	8.07639370756934e-41	2	1.32078746745235e-40	2	1.10907889464128e-41	2	1.10907889464128e-41
<https://identifiers.org/wikipathways/WP4864_r116596>	WP4864	Host-pathogen interaction of human coronaviruses - apoptosis	32	1	1.54741003321976e-65	1	2.67770797681344e-65	1	2.61475964948432e-66	1	2.05703913002685e-64	1	1.49237176218465e-65	1	3.47025947733412e-65	1	4.94532152743953e-67	1	4.94532152743953e-67
<https://identifiers.org/wikipathways/WP4868_r120021>	WP4868	Type I interferon induction and signaling during SARS-CoV-2 infection	42	2	2.96082417653763e-79	2	5.99660393372014e-79	2	3.00319066220078e-80	2	8.26664522998068e-78	2	2.82599096659547e-79	2	8.37157661546776e-79	2	3.52054903382426e-81	2	3.52054903382426e-81
<https://identifiers.org/wikipathways/WP4871_r120412>	WP4871	Kisspeptin/kisspeptin receptor system in the ovary	39	3	1.2938777594687e-71	3	2.44376336335589e-71	3	1.6460349546796e-72	3	2.59890360940083e-70	3	1.24066487717033e-71	3	3.30084603174383e-71	3	2.38600115980986e-73	3	2.38600115980986e-73
<https://identifiers.org/wikipathways/WP4872_r110081>	WP4872	MAP3K1 role in promoting and blocking gonadal determination	17	1	7.07326209264537e-38	1	9.39903810824989e-38	1	2.81436879314797e-38	1	2.7052799541997e-37	1	6.94170762202852e-38	1	1.07512563284822e-37	1	1.18738959336519e-38	1	1.18738959336519e-38
<https://identifiers.org/wikipathways/WP4874_r121708>	WP4874	CAMKK2 pathway	47	5	3.0123204081762e-79	5	6.31729128695431e-79	5	2.72876619765849e-80	5	9.9128592225069e-78	5	2.8685306869274e-79	5	8.96577889345096e-79	5	2.87716712373475e-81	5	2.87716712373475e-81
<https://identifiers.org/wikipathways/WP4875_r116427>	WP4875	Disruption of postsynaptic signaling by CNV	33	4	6.33487423580948e-59	4	1.05842834282695e-58	4	1.19942692322256e-59	4	7.13706491031721e-58	4	6.12372665510397e-59	4	1.349144142103e-58	4	2.52368547854254e-60	4	2.52368547854254e-60
<https://identifiers.org/wikipathways/WP4876_r120600>	WP4876	Activation of NLRP3 inflammasome by SARS-CoV-2	8	3	4.76081819065963e-13	3	5.20462953639944e-13	3	3.56626923664813e-13	3	7.25029452226311e-13	3	4.7328791746736e-13	3	5.42865872899012e-13	3	2.72110344099487e-13	3	2.72110344099487e-13
<https://identifiers.org/wikipathways/WP4877_r119237>	WP4877	Host-pathogen interaction of human coronaviruses - MAPK signaling	42	6	7.42685833935028e-69	6	1.4027201705663e-68	6	9.44824063986075e-70	6	1.49177067179612e-67	6	7.12141639495775e-69	6	1.89468562222097e-68	6	1.36956466573082e-70	6	1.36956466573082e-70
<https://identifiers.org/wikipathways/WP4879_r120399>	WP4879	Overlap between signal transduction pathways contributing to LMNA laminopathies	59	5	2.04740616687427e-97	5	5.28796073361201e-97	5	9.43599250607581e-99	5	1.79886370802992e-95	5	1.92303638990122e-97	5	8.28134345611688e-97	5	5.28000070013855e-100	5	5.28000070013855e-100
<https://identifiers.org/wikipathways/WP4880_r119113>	WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	43	1	8.44425870595783e-84	1	1.77088870769329e-83	1	7.64938804602479e-85	1	2.77881289000282e-82	1	8.04118152924467e-84	1	2.51332349212314e-83	1	8.06539153907656e-86	1	8.06539153907656e-86
<https://identifiers.org/wikipathways/WP4884_r120646>	WP4884	Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex	32	2	1.33541485866865e-62	2	2.27069636433784e-62	3	1.45385081602734e-60	2	1.63431758880631e-61	4	3.20289460809377e-57	3	1.63532623285206e-59	2	4.76481729168807e-64	3	3.05901270126375e-61
<https://identifiers.org/wikipathways/WP4891_r120510>	WP4891	COVID-19 adverse outcome pathway	15	7	3.72823158115602e-18	7	4.29913378033406e-18	8	5.29753004561177e-16	7	7.30319004670483e-18	7	3.6933171053461e-18	8	9.53663850724619e-16	7	1.52450414040918e-18	8	3.62831985417391e-16
<https://identifiers.org/wikipathways/WP49_r120703>	WP49	IL-2 signaling pathway	42	8	3.97155228370869e-64	8	7.24329628076167e-64	8	5.65948264579008e-65	8	6.76422632891588e-63	8	3.81702323371147e-64	8	9.62325037668187e-64	8	9.12397132486551e-66	8	9.12397132486551e-66
<https://identifiers.org/wikipathways/WP4900_r110333>	WP4900	Purinergic signaling	33	7	1.5430300671677e-51	7	2.44575465641213e-51	7	3.46600248548015e-52	7	1.35584401431802e-50	7	1.49679958607302e-51	7	3.04082195078683e-51	7	8.55915753472712e-53	7	8.55915753472712e-53
<https://identifiers.org/wikipathways/WP4904_r120598>	WP4904	LDLRAD4 and what we know about it	7	2	1.78530682149736e-13	2	1.95173607614979e-13	2	1.33735096374305e-13	2	2.71886044584866e-13	2	1.7748296905026e-13	2	2.0357470233713e-13	2	1.02041379037308e-13	2	1.02041379037308e-13
<https://identifiers.org/wikipathways/WP4905_r115772>	WP4905	1q21.1 copy number variation syndrome	38	5	8.58888542655707e-65	5	1.53925708330381e-64	6	3.94886065858748e-63	4	4.2302853839373e-66	4	2.38713147824357e-67	5	2.0281647135346e-64	5	2.20253466629022e-66	6	7.08114895212332e-64
<https://identifiers.org/wikipathways/WP4906_r115773>	WP4906	3q29 copy number variation syndrome	75	5	4.42069645867521e-120	5	1.50387655867604e-119	5	8.33289751766389e-122	5	1.42308202862438e-117	5	4.077285635567e-120	5	2.68267663941552e-119	5	2.01587750748796e-123	5	2.01587750748796e-123
<https://identifiers.org/wikipathways/WP4912_r115852>	WP4912	SARS coronavirus and innate immunity	32	1	1.54741003321976e-65	1	2.67770797681344e-65	1	2.61475964948432e-66	1	2.05703913002685e-64	1	1.49237176218465e-65	1	3.47025947733412e-65	1	4.94532152743953e-67	1	4.94532152743953e-67
<https://identifiers.org/wikipathways/WP4917_r119111>	WP4917	Proximal tubule transport	57	3	1.196613773743e-99	3	3.09056734869208e-99	3	5.51489918531602e-101	3	1.05135225483922e-97	3	1.12392541782654e-99	3	4.84006046529324e-99	3	3.0859150789822e-102	3	3.0859150789822e-102
<https://identifiers.org/wikipathways/WP4919_r111814>	WP4919	Neuroinflammation	18	1	7.43684098525791e-40	1	1.0058423659245e-39	1	2.79418854256284e-40	1	3.0917485190854e-39	1	7.29000800446413e-40	1	1.1602075174621e-39	1	1.11725105491761e-40	1	1.11725105491761e-40
<https://identifiers.org/wikipathways/WP4923_r110416>	WP4923	Autophagy	30	1	4.64433595000688e-62	1	7.75973858377543e-62	1	8.79345251629426e-63	1	5.23245228029124e-61	1	4.48953567089743e-62	1	9.89108608579918e-62	1	1.85020929511924e-63	1	1.85020929511924e-63
<https://identifiers.org/wikipathways/WP4925_r112845>	WP4925	Unfolded protein response	25	5	2.98180750216227e-42	5	4.25233262305644e-42	5	9.43516205300799e-43	5	1.59159537552852e-41	5	2.91272655104765e-42	5	5.02932649213194e-42	5	3.21194403442183e-43	5	3.21194403442183e-43
<https://identifiers.org/wikipathways/WP4932_r118797>	WP4932	7q11.23 copy number variation syndrome	117	7	1.43344882274795e-168	6	3.78557721951291e-170	7	2.99069070646491e-171	6	4.71695910705912e-167	6	4.8945593372575e-171	6	9.37617204604372e-170	7	9.16510163213267e-174	7	9.16510163213267e-174
<https://identifiers.org/wikipathways/WP4940_r115775>	WP4940	15q11.2 copy number variation syndrome	10	1	3.0600410233068e-23	1	3.59186052446223e-23	1	1.82030278812256e-23	1	6.51834831753246e-23	1	3.02783028664454e-23	1	3.87458142274426e-23	1	1.119251245643e-23	1	1.119251245643e-23
<https://identifiers.org/wikipathways/WP4941_r120578>	WP4941	GPR143 in melanocytes and retinal pigment epithelium cells	36	3	1.22174757134522e-66	3	2.18955488378916e-66	3	1.8426974258975e-67	3	1.91596424786012e-65	3	1.17556887306956e-66	3	2.88501381726116e-66	3	3.13305073441006e-68	3	3.13305073441006e-68
<https://identifiers.org/wikipathways/WP4942_r115789>	WP4942	15q13.3 copy number variation syndrome	34	2	5.02661857924887e-66	2	8.85205760160482e-66	2	8.02450855230155e-67	2	7.25785504367946e-65	2	4.84222416764384e-66	2	1.15675315911137e-65	2	1.43896544444691e-67	2	1.43896544444691e-67
<https://identifiers.org/wikipathways/WP4946_r117703>	WP4946	DNA repair pathways, full network	119	11	8.27560434305438e-162	11	5.36207384811387e-161	11	1.9252767426393e-164	11	5.54441642107878e-158	11	7.31465200969126e-162	11	1.29690821942146e-160	11	6.53561375278903e-167	11	6.53561375278903e-167
<https://identifiers.org/wikipathways/WP4947_r118070>	WP4947	Nitric oxide metabolism in cystic fibrosis	14	2	7.40296406020034e-29	2	9.16458702381728e-29	2	3.70582266485915e-29	2	2.02714228606735e-28	2	7.29933678611217e-29	2	1.0137881587123e-28	2	1.93861223887245e-29	2	1.93861223887245e-29
<https://identifiers.org/wikipathways/WP4949_r115778>	WP4949	16p11.2 proximal deletion syndrome	82	2	1.67920307093491e-137	2	6.77710083589149e-137	3	1.13652904865916e-136	2	1.20951533781747e-134	2	1.53137136081118e-137	3	7.56223978368761e-134	2	2.61256469824792e-141	3	1.72080928124587e-138
<https://identifiers.org/wikipathways/WP4950_r115784>	WP4950	16p11.2 distal deletion syndrome	34	5	4.30771448035044e-58	5	7.19731273122346e-58	5	8.15610307791336e-59	5	4.85320413901559e-57	5	4.1641341254708e-58	5	9.17418016630012e-58	5	1.71610612540896e-59	5	1.71610612540896e-59
<https://identifiers.org/wikipathways/WP4961_r120610>	WP4961	STING pathway in Kawasaki-like disease and COVID-19	21	4	2.47274962759825e-37	4	3.34442586669895e-37	4	9.29067690402123e-38	4	1.02800638259588e-36	4	2.42392766148431e-37	4	3.85768999556144e-37	4	3.71485975760098e-38	4	3.71485975760098e-38
<https://identifiers.org/wikipathways/WP4962_r122013>	WP4962	Airway smooth muscle cell contraction	17	1	7.07326209264537e-38	1	9.39903810824989e-38	1	2.81436879314797e-38	1	2.7052799541997e-37	1	6.94170762202852e-38	1	1.07512563284822e-37	1	1.18738959336519e-38	1	1.18738959336519e-38
<https://identifiers.org/wikipathways/WP4963_r122690>	WP4963	p53 transcriptional gene network	98	13	6.0191708295254e-132	13	2.64502062172901e-131	13	4.94227857671762e-134	13	6.47382308211522e-129	13	5.45849278060641e-132	13	5.32502232445874e-131	13	5.48188831589639e-136	13	5.48188831589639e-136
<https://identifiers.org/wikipathways/WP4969_r120081>	WP4969	RAS and bradykinin pathways in COVID-19	31	5	6.13705140350786e-53	5	9.72743329254822e-53	5	1.37852371581596e-53	5	5.39256142058309e-52	5	5.95318017188129e-53	5	1.20941782133564e-52	5	3.40421038313003e-54	5	3.40421038313003e-54
<https://identifiers.org/wikipathways/WP497_r119105>	WP497	Urea cycle and metabolism of amino groups	37	2	4.53381052963613e-71	2	8.4146588685595e-71	2	6.10432396148366e-72	2	8.38593593802639e-70	2	4.35237293954699e-71	2	1.12723223796597e-70	2	9.33148631731329e-73	2	9.33148631731329e-73
<https://identifiers.org/wikipathways/WP4970_r113773>	WP4970	Galanin receptor pathway	20	2	8.24868527261528e-41	2	1.13553208274304e-40	2	2.92665834116277e-41	2	3.72736179331358e-40	2	8.07639370756934e-41	2	1.32078746745235e-40	2	1.10907889464128e-41	2	1.10907889464128e-41
<https://identifiers.org/wikipathways/WP4971_r122106>	WP4971	Phosphoinositides metabolism	54	6	1.61197192390565e-87	6	3.75226023281196e-87	6	1.04096548175012e-88	6	8.67532695543949e-86	6	1.52448533748333e-87	6	5.59455285733373e-87	6	7.99173267997957e-90	6	7.99173267997957e-90
<https://identifiers.org/wikipathways/WP500_r121748>	WP500	Glycogen synthesis and degradation	45	3	2.786605372966e-81	3	5.84393273538776e-81	3	2.52429805518821e-82	3	9.17008253700916e-80	3	2.65358990465072e-81	3	8.2939675240065e-81	3	2.66157920789524e-83	3	2.66157920789524e-83
<https://identifiers.org/wikipathways/WP5031_r122564>	WP5031	Biotin metabolism, including IMDs	9	1	5.21430990371474e-21	1	6.01277451794975e-21	1	3.28564653256124e-21	1	1.02142518135732e-20	1	5.16547846901553e-21	1	6.43180516175554e-21	1	2.13217362294992e-21	1	2.13217362294992e-21
<https://identifiers.org/wikipathways/WP5033_r118996>	WP5033	Genes associated with the development of rheumatoid arthritis	18	2	6.36593588338078e-37	2	8.45913429742497e-37	2	2.5329319138332e-37	2	2.43475195877972e-36	2	6.24753685982565e-37	2	9.67613069563381e-37	2	1.06865063402868e-37	2	1.06865063402868e-37
<https://identifiers.org/wikipathways/WP5036_r119016>	WP5036	Angiotensin II receptor type 1 pathway	28	5	1.15788121558578e-47	5	1.74091383477974e-47	6	9.35716851107767e-46	5	7.93152550639976e-47	5	1.12711278229366e-47	6	5.89008427838727e-45	5	8.9478237804483e-49	6	2.86181230577999e-46
<https://identifiers.org/wikipathways/WP5038_r121595>	WP5038	Mitochondrial immune response to SARS-CoV-2	48	1	1.08787281274105e-91	1	2.48870589505544e-91	1	7.43225339810742e-93	1	5.39454295136023e-90	1	1.03001119708972e-91	1	3.68028984389498e-91	1	6.01534404952332e-94	1	6.01534404952332e-94
<https://identifiers.org/wikipathways/WP5039_r120358>	WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	86	20	2.05938932312414e-102	20	6.54114033743087e-102	21	4.30082642389565e-102	20	4.79724665298105e-100	20	1.90804200209361e-102	21	9.23578757646422e-100	20	1.44616632570869e-105	21	1.35113253859068e-103
<https://identifiers.org/wikipathways/WP5044_r119244>	WP5044	Kynurenine pathway and links to cell senescence	23	6	4.17070437188237e-36	6	5.64093162849879e-36	6	1.56702750447824e-36	6	1.73390409864504e-35	6	4.08835798903678e-36	6	6.50663712584686e-36	6	6.26573012448694e-37	6	6.26573012448694e-37
<https://identifiers.org/wikipathways/WP5046_r118987>	WP5046	NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence	28	4	3.36789184289053e-50	4	5.15368216335023e-50	4	8.47933157731652e-51	4	2.50680325739565e-49	4	3.27458681665794e-50	4	6.30191438333841e-50	4	2.33016244282508e-51	4	2.33016244282508e-51
<https://identifiers.org/wikipathways/WP5050_r119012>	WP5050	TCA cycle in senescence	10	1	3.0600410233068e-23	1	3.59186052446223e-23	1	1.82030278812256e-23	1	6.51834831753246e-23	1	3.02783028664454e-23	1	3.87458142274426e-23	1	1.119251245643e-23	1	1.119251245643e-23
<https://identifiers.org/wikipathways/WP5052_r118777>	WP5052	Nephrogenesis	19	3	4.03175939280781e-36	3	5.35745172170245e-36	3	1.60419021209435e-36	3	1.54200957389379e-35	3	3.9567733445562e-36	3	6.12821610723476e-36	3	6.76812068218155e-37	3	6.76812068218155e-37
<https://identifiers.org/wikipathways/WP5053_r118778>	WP5053	Development of ureteric collection system	61	8	3.90063779531521e-93	8	9.9016120458183e-93	8	1.90152098984043e-94	8	3.15867618103565e-91	8	3.66788285431679e-93	8	1.53803772527393e-92	8	1.1215287201455e-95	8	1.1215287201455e-95
<https://identifiers.org/wikipathways/WP5055_r122621>	WP5055	Burn wound healing	109	39	1.51356159878193e-97	39	5.14898462221617e-97	40	1.33093575889442e-97	39	4.87235966227827e-95	39	1.39598432576139e-97	40	3.95183325312046e-95	39	6.90197757684593e-101	40	3.39232197901986e-99
<https://identifiers.org/wikipathways/WP5061_r115541>	WP5061	Fatty acid transporters	25	2	3.53443594501154e-50	2	5.31414479480991e-50	2	9.42147953035195e-51	2	2.42110058192915e-49	2	3.44051520846669e-50	2	6.44426531873737e-50	2	2.73132594030779e-51	2	2.73132594030779e-51
<https://identifiers.org/wikipathways/WP5063_r118833>	WP5063	FOXP3 in COVID-19	17	4	1.47365795109374e-29	4	1.85694850303806e-29	4	6.9650619461145e-30	4	4.3871952722017e-29	4	1.45133012121528e-29	4	2.07144215121504e-29	4	3.45274049877754e-30	4	3.45274049877754e-30
<https://identifiers.org/wikipathways/WP5064_r120384>	WP5064	7-oxo-C and 7-beta-HC pathways	29	4	5.67842229324571e-52	4	8.84359661166627e-52	4	1.35036032807347e-52	4	4.59237488720618e-51	4	5.51469324524266e-52	4	1.09042671310748e-51	4	3.51768406256771e-53	4	3.51768406256771e-53
<https://identifiers.org/wikipathways/WP5065_r118890>	WP5065	SARS-CoV-2 altering angiogenesis via NRP1	8	2	8.39650474543144e-16	2	9.34403866498999e-16	2	5.93718518864845e-16	2	1.39072145567707e-15	2	8.33742661422241e-16	2	9.82859154313241e-16	2	4.29196126339885e-16	2	4.29196126339885e-16
<https://identifiers.org/wikipathways/WP5066_r116631>	WP5066	FOXA2 pathway	21	1	1.17858004038033e-45	1	1.68076388263097e-45	1	3.72931306442996e-46	1	6.29089081236571e-45	1	1.15127531661962e-45	1	1.98787608384662e-45	1	1.26954309660941e-46	1	1.26954309660941e-46
<https://identifiers.org/wikipathways/WP5072_r115764>	WP5072	Modulators of TCR signaling and T cell activation	64	5	1.13482136530181e-104	5	3.19533588410245e-104	5	3.95188612236089e-106	5	1.49806189569287e-102	5	1.05982354007478e-104	5	5.21261329808776e-104	5	1.70026506411431e-107	5	1.70026506411431e-107
<https://identifiers.org/wikipathways/WP5074_r120388>	WP5074	Kallmann syndrome	25	2	3.53443594501154e-50	2	5.31414479480991e-50	2	9.42147953035195e-51	2	2.42110058192915e-49	2	3.44051520846669e-50	2	6.44426531873737e-50	2	2.73132594030779e-51	2	2.73132594030779e-51
<https://identifiers.org/wikipathways/WP5083_r120385>	WP5083	Neuroinflammation and glutamatergic signaling	140	26	5.69124349105248e-156	26	4.07733882687259e-155	26	9.55302706062581e-159	26	6.12030045588615e-152	26	4.99709759771303e-156	26	1.03411726943379e-154	26	2.38664637942844e-161	26	2.38664637942844e-161
<https://identifiers.org/wikipathways/WP5085_r119785>	WP5085	Vasopressin-regulated water reabsorption	44	3	1.07562967396484e-79	3	2.21679848429051e-79	3	1.03103551676351e-80	3	3.26047379093658e-78	3	1.02546507648611e-79	3	3.12037489292049e-79	3	1.14625344553353e-81	3	1.14625344553353e-81
<https://identifiers.org/wikipathways/WP5087_r122659>	WP5087	Malignant pleural mesothelioma	438	79	0	79	1.91697470586404e-321	80	0	79	4.10343108597695e-312	79	0	80	7.2177062069656e-319	79	0	80	0
<https://identifiers.org/wikipathways/WP5088_r119639>	WP5088	Prostaglandin signaling	35	15	1.82283856222183e-37	15	2.59953597912682e-37	16	6.54657020718779e-36	15	9.72974084968107e-37	15	1.78060799518642e-37	16	3.21096004545328e-35	15	1.96352562712268e-38	16	2.35132193847945e-36
<https://identifiers.org/wikipathways/WP5089_r118192>	WP5089	Kinin-Kallikrein pathway	8	1	9.86663307336237e-19	1	1.11770797428111e-18	1	6.58589593860051e-19	1	1.77727981556176e-18	1	9.78571198852386e-19	1	1.18559608481693e-18	1	4.51073175344072e-19	1	4.51073175344072e-19
<https://identifiers.org/wikipathways/WP5090_r118898>	WP5090	Complement system in neuronal development and plasticity	113	23	1.90429906411758e-130	23	9.10908398225076e-130	23	1.18707417883763e-132	23	3.05468893297427e-127	23	1.71726309649126e-130	23	1.90888057482389e-129	23	1.01666275459434e-134	23	1.01666275459434e-134
<https://identifiers.org/wikipathways/WP5092_r119997>	WP5092	Interactions of natural killer cells in pancreatic cancer	38	10	4.35069111181595e-53	10	7.14262514998733e-53	10	8.72006362198817e-54	9	2.84316875810671e-54	9	2.43948857517163e-55	9	5.37454054742421e-55	10	1.93530293071902e-54	10	1.93530293071902e-54
<https://identifiers.org/wikipathways/WP5095_r120801>	WP5095	Overview of proinflammatory and profibrotic mediators	130	34	1.47668738850179e-130	34	7.8182146500532e-130	35	3.57879254271682e-131	34	3.82105076305609e-127	34	1.32275058171902e-130	35	8.579558027156e-128	34	4.16102287637511e-135	35	2.36821644849706e-133
<https://identifiers.org/wikipathways/WP5097_r119075>	WP5097	CCL18 signaling pathway	131	11	1.02060573356652e-175	11	8.08199429544048e-175	11	1.23733990188004e-178	11	1.75883571325751e-171	12	1.34793392485622e-173	11	2.1491087518918e-174	11	2.27717801101124e-181	11	2.27717801101124e-181
<https://identifiers.org/wikipathways/WP5098_r119538>	WP5098	T-cell activation SARS-CoV-2	92	10	7.67322987956868e-131	10	3.20414515124358e-130	10	7.43557364144086e-133	10	6.48924180134613e-128	10	6.98197347859282e-131	10	6.29699805294704e-130	10	9.63472839615715e-135	10	9.63472839615715e-135
<https://identifiers.org/wikipathways/WP51_r116716>	WP51	Regulation of actin cytoskeleton	151	14	1.73826396876126e-191	14	1.82481096454499e-190	14	8.43031347862747e-195	14	1.12967436680511e-186	14	1.48820110278591e-191	14	5.54369831886483e-190	14	6.55913230426973e-198	14	6.55913230426973e-198
<https://identifiers.org/wikipathways/WP5101_r119172>	WP5101	Congenital generalized lipodystrophy (CGL)	20	1	9.62507032977294e-44	1	1.34861292487293e-43	2	2.92665834116277e-41	1	4.7271550961491e-43	1	9.41304627921844e-44	2	1.32078746745235e-40	1	1.15830693957313e-44	2	1.10907889464128e-41
<https://identifiers.org/wikipathways/WP5102_r119174>	WP5102	Familial partial lipodystrophy (FPLD)	31	2	7.19872072251074e-61	2	1.2027594804852e-60	2	1.36298514002564e-61	2	8.11030103445149e-60	2	6.95878028989097e-61	2	1.53311834329883e-60	2	2.86782440743483e-62	2	2.86782440743483e-62
<https://identifiers.org/wikipathways/WP5103_r119170>	WP5103	Progeria-associated lipodystrophy	25	1	4.11220005236946e-53	1	6.29265221410297e-53	1	1.03532742091776e-53	1	3.06080983808996e-52	1	3.99827450141385e-53	1	7.69464515670135e-53	1	2.84513118782057e-54	1	2.84513118782057e-54
<https://identifiers.org/wikipathways/WP5108_r120390>	WP5108	Familial  hyperlipidemia type 1	18	1	7.43684098525791e-40	1	1.0058423659245e-39	1	2.79418854256284e-40	1	3.0917485190854e-39	1	7.29000800446413e-40	1	1.1602075174621e-39	1	1.11725105491761e-40	1	1.11725105491761e-40
<https://identifiers.org/wikipathways/WP5109_r120391>	WP5109	Familial hyperlipidemia type 2	16	2	6.0867708715537e-33	2	7.80695162963131e-33	2	2.71630625132838e-33	2	1.97000236740087e-32	2	5.98754132587876e-33	2	8.78194870679401e-33	2	1.27603590961906e-33	2	1.27603590961906e-33
<https://identifiers.org/wikipathways/WP5110_r120392>	WP5110	Familial hyperlipidemia type 3	13	2	9.02632832197287e-27	2	1.09778660278152e-26	2	4.78580527004663e-27	2	2.27329527794692e-26	2	8.91040469104683e-27	2	1.20423550567039e-26	2	2.64205153697754e-27	2	2.64205153697754e-27
